Identifier,Title,Date,Date type,Date of Birth,Note,Type,File,Age,Value,Estimated Value,Relationship,Identifier,Relationship,Identifier,Location,SJ,Identifier,SJ,Identifier,Source,
1066,Nan,1778-01-22,parenthood,,,sacramental record,,,,,spouse of ,1067,parent of Charity,1044,"Port Tobacco, St. Thomas's Manor",George Hunter,J004,,,MPA-3-8-OldRecords-St.ThomasBirthList-1749.json,
1067,Bob,1778-01-22,parenthood,,,sacramental record,,,,,spouse of ,1066,parent of Charity,1044,"Port Tobacco, St. Thomas's Manor",George Hunter,J004,,,MPA-3-8-OldRecords-St.ThomasBirthList-1749.json,
1068,Harry,1766-10,parenthood,,,sacramental record,,,,,spouse of ,1063,parent of John ,1029,"Port Tobacco, St. Thomas's Manor",George Hunter,J004,,,MPA-3-8-OldRecords-St.ThomasBirthList-1749.json,
1069,James Locus,1768-03-25,parenthood,,,sacramental record,,,,,spouse of ,1010,parent of Henry,1032,"Port Tobacco, St. Thomas's Manor",George Hunter,J004,,,MPA-3-8-OldRecords-St.ThomasBirthList-1749.json,
1069,James Locus,1773-04-05,parenthood,,,sacramental record,,,,,spouse of ,1010,parent of Edward,1034,"Port Tobacco, St. Thomas's Manor",George Hunter,J004,,,MPA-3-8-OldRecords-St.ThomasBirthList-1749.json,
1070,Mary,1755-10,parenthood,,,sacramental record,,,,,spouse of ,1071,parent of Dicky,1008,"Port Tobacco, St. Thomas's Manor",George Hunter,J004,,,MPA-3-8-OldRecords-St.ThomasBirthList-1749.json,
1071,Joseph,1755-10,parenthood,,,sacramental record,,,,,spouse of ,1070,parent of Dicky,1008,"Port Tobacco, St. Thomas's Manor",George Hunter,J004,,,MPA-3-8-OldRecords-St.ThomasBirthList-1749.json,
1072,George,1809-06-26,report of sale,,,Proceeding,,,$300.00,,,,,,,,,,,MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json,
1073,Nell,1777-05-04,parenthood,,strike [dead] - Jan.,sacramental record,,,,,child of Henny,1057,parent of Leonard,1042,"Port Tobacco, St. Thomas's Manor",George Hunter,J004,,,,
1098,Nathaniel,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1100,Cristina,1820-1824,inventory,,weaver,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1100,Crissy,1820*,weaving contract,,,legal,,,,,knows of Elizabeth Norris,NJ005,employed by Francis Neale,J011,St. Thomas's Manor,Franics Neale,J011,,,MPA-15-17-AgreementbetweenNeale-ElizabethNoris-1820s.json,
1101,Dolly,1827-07-06,godparent,,,sacramental record,,,,,godparent of Eliza,1119,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1101,Dolly,1830-04-02,godparent,,,sacramental record,,,,,godparent of Judith,1136,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1101,Dolly,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1101,Dolly,1829-11-22,parenthood,,,sacramental record,,,,,parent of Henry,1132,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1101,Dolly,1820*,weaving contract,,,legal,,,,,knows of Elizabeth Norris,NJ005,employed by Francis Neale,J011,St. Thomas's Manor,Franics Neale,J011,,,MPA-15-17-AgreementbetweenNeale-ElizabethNoris-1820s.json,
1102,Jinny Daniel,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1102,Jinny Daniel,1820*,weaving contract,,,legal,,,,,knows of Elizabeth Norris,NJ005,employed by Francis Neale,J011,St. Thomas's Manor,Franics Neale,J011,,,MPA-15-17-AgreementbetweenNeale-ElizabethNoris-1820s.json,
1103,Jinny Charles,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1103,Jinny Charles,1820*,weaving contract,,,legal,,,,,knows of Elizabeth Norris,NJ005,employed by Francis Neale,J011,St. Thomas's Manor,Franics Neale,J011,,,MPA-15-17-AgreementbetweenNeale-ElizabethNoris-1820s.json,
1104,Old Charles,1820*,weaving contract,,,legal,,,,,knows of Elizabeth Norris,NJ005,employed by Francis Neale,J011,St. Thomas's Manor,Franics Neale,J011,,,MPA-15-17-AgreementbetweenNeale-ElizabethNoris-1820s.json,
1170,Jane,1803-04-09,sale,,"Dorothy Digges, guardian of Robert Digges, selling to Charles Sewall, inherited from George Digges",sale,,,85L/2,,property of Robert Digges,NJ024,parent of Henny,1105,St. Thomas's Manor,Charles Sewall,J017,,,"MPA-26-7-DorothyDiggesSaleToCharlesSewall-1803-04-09,json",
1105,Tracy,1820*,weaving contract,,,legal,,,,,knows of Elizabeth Norris,NJ005,employed by Francis Neale,J011,St. Thomas's Manor,Franics Neale,J011,,,MPA-15-17-AgreementbetweenNeale-ElizabethNoris-1820s.json,
1099,Henny,1803-04-09,sale,,"Dorothy Digges, guardian of Robert Digges, selling to Charles Sewall, inherited from George Digges",sale,,,85L/2,,property of Robert Digges,NJ024,child of Jane,1104,St. Thomas's Manor,Charles Sewall,J017,,,"MPA-26-7-DorothyDiggesSaleToCharlesSewall-1803-04-09,json",
1105,Old Tracy,1820-1824,inventory,,Might be 1105,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1106,Clair,1820*,weaving contract,,,legal,,,,,knows of Elizabeth Norris,NJ005,employed by Francis Neale,J011,St. Thomas's Manor,Franics Neale,J011,,,MPA-15-17-AgreementbetweenNeale-ElizabethNoris-1820s.json,
1107,Mary,1820*,weaving contract,,,legal,,,,,knows of Elizabeth Norris,NJ005,employed by Francis Neale,J011,St. Thomas's Manor,Franics Neale,J011,,,MPA-15-17-AgreementbetweenNeale-ElizabethNoris-1820s.json,
1108,Henny,1829-08-07,godparent,,,sacramental record,,,,,godparent of Sarah Ann Elizabeth,1128,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1108,Henny,1831-09-09,godparent,,,sacramental record,,,,,godparent of Matilda Ann,1141,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1108,Henny,1820*,weaving contract,,,legal,,,,,knows of Elizabeth Norris,NJ005,employed by Francis Neale,J011,St. Thomas's Manor,Franics Neale,J011,,,MPA-15-17-AgreementbetweenNeale-ElizabethNoris-1820s.json,
1109,Matthew,1826-11-02,death,,from typhus,letter,,18,,,,,,,St. Thomas's Manor,Franics Neale,J011,,,,
1110,Matilda,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1110,Matilda ,1828-11-11,marriage,,,sacramental record,,,,,spouse of Clem,1126,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1110,Matilda,1829-05-17,parenthood,,,sacramental record,,,,,spouse of Clem,1126,parent of John Francis,1124,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1110,Matilda,1831-09-09,parenthood,,,sacramental record,,,,,spouse of Clem,1126,parent of Matilda Ann,1141,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1111,Daniel,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1112,Margaret,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1113,Nace,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1114,Len,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1114,Len,1830-07-07,marriage,,,sacramental record,,,,,spouse of Annie,1127,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1114,Len,1830-09-05,parenthood,,,sacramental record,,,,,spouse of Anny,1127,parent of Gabriel Isaac,1139,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1115,Len,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1116,Benedict,1828-04-09,parenthood,,,sacramental record,,,,,spouse of Winafred,7102,parent of Henrietta,1156,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1117,Eliza,1827-07-06,baptism,1827-07-06,,sacramental record,,,,,child of Christina,1118,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1117,Eliza,1827-08-29,death,burial date,,,,,,,child of Christina,1118,child of Henry (M. Boswell's),7103,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1118,Christina,1829-07-18,marriage,,,sacramental record,,,,,spouse of Henry (M. Boswell's),7103,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1118,Christina,1827-07-06,parenthood,,could be Cristina 1100,sacramental record,,,,,parent of Eliza,1119,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1118,Christina,1829-08-07,parenthood,,,sacramental record,,,,,spouse of Henry (M. Boswell's),7103,parent of Sarah Ann Elizabeth,1128,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1119,Forrest,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1120,Sarah,1828-10-12,baptism,1828-09-20,,sacramental record,,,,,child of Catherine,1121,child of George,1122,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1121,Catherine,1828-10-12,parenthood,,,sacramental record,,,,,spouse of George,1122,parent of Sarah,1120,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1122,George,1828-10-12,parenthood,,,sacramental record,,,,,spouse of Catherine,1121,parent of Sarah,1120,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1123,Jane,1828-04-09,godparent,,,sacramental record,,,,,godparent of Henrietta,1156,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1123,Jane,1828-11-19,godparent,,,sacramental record,,,,,godparent of Maria,1145,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1124,John Francis,1829-05-17,baptism,,,sacramental record,,,,,child of Matilda,1110,child of Clem,1126,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1125,Little Sam,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1126,Clement,1828-11-11,marriage,,owned by Robert Semmes -- track down sale,sacramental record,,,,,spouse of Matilda,1110,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1126,Clem,1829-05-17,parenthood,,,sacramental record,,,,,spouse of Matilda,1110,parent of John Francis,1124,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1126,Clem,1831-09-09,parenthood,,Now owned by Robert Semmes?,sacramental record,,,,,spouse of Matilda,1110,parent of Matilda Ann,1141,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1127,Anny,1829-05-17,godparent,,,sacramental record,,,,,godparent of John Francis,1124,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1127,Annie,1830-07-07,marriage,,,sacramental record,,,,,spouse of Len,1114,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1127,Anny,1830-09-05,parenthood,,,sacramental record,,,,,spouse of Len ,1114,parent of Gabriel Isaac,1139,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1128,Sarah Ann Elizabeth,1829-08-07,baptism,1829-07-29,,sacramental record,,,,,child of Christina,1118,child of Henry (M. Boswell's),7103,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1129,Kenny,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1130,Hillen,1829-11-12,baptism,1829-10-08,,sacramental record,,,,,child of Harriet,1131,child of Joseph (Edward Hamilton),7104,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1131,Harriet,1828-10-12,godparent,,,sacramental record,,,,,godparent of Sarah,1120,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1131,Harriet,1829-11-12,parenthood,,,sacramental record,,,,,spouse of Joseph (Edward Hamilton's),7104,parent of Hillen ,1130,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1132,Henry,1829-11-22,baptism,,,sacramental record,,,,,child of Dolly,1101,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1133,Katey,1829-11-22,godparent,,,sacramental record,,,,,godparent of Henry,1132,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1134,Lewis,1830-01-24,baptism,,,sacramental record,,,,,child of Anna,1135,"child of John (""The Monastery"")",7105,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1135,Anna,1830-01-24,parenthood,,,sacramental record,,,,,spouse of John,7105,parent of Lewis,1134,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1136,Judith,1830-04-02,baptism,1830-04-01,,sacramental record,,,,,child of Kitty,1137,child of George,1138,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1137,Kitty,1830-04-02,parenthood,,could be 1121,sacramental record,,,,,spouse of George,1138,parent of Judith,1136,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1138,George,1830-04-02,parenthood,,could be 1122,sacramental record,,,,,spouse of Kitty,1137,parent of Judith,1136,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1139,Gabriel Isaac,1830-09-05,baptism,,,sacramental record,,,,,child of Anny,1127,child of Len,1114,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1140,Theresia,1830-09-05,godparent,,,sacramental record,,,,,godparent of Gabriel Isaac,1139,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1141,Matilda Ann,1831-09-09,baptism,,,sacramental record,,,,,child of Matilda,1110,child of Clem,1126,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1142,Robert,1832-07-29,baptism,,,sacramental record,,,,,child of Celia (Priscilla Neale),7106,child of Stephen,1143,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1143,Stephen,1832-07-29,parenthood,,,sacramental record,,,,,spouse of Celia,7106,parent of Robert,1142,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1144,Mary,1832-07-29,godparent,,,sacramental record,,,,,godparent of Robert,1142,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1145,Maria,1828-11-19,baptism,1828-10-30,,sacramental record,,,,,child of Alan,1146,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1146,Alan,1828-11-19,parenthood,,,sacramental record,,,,,parent of Maria,1145,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1147,Peggy,1831-05-01,marriage,may be Margaret 1112,,sacramental record,,,,,spouse of John,7107,,,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1148,Anne,1813-12-26,marriage,,dispensation to allow for marriage from Arch. B. Carroll ��� Leonard Neale refuses to grant the dispensation in January,letter,,,,,spouse of George,1149,,,St. Thomas's Manor,John Carroll,J006,John Cary,J052,MPA-58-19-Carroll-Cary-MarriageDispensation-1813-12-26.json,MPA-58-24-LeonardNealeDoesNotGrantDisposition-1813-01-24.json
1149,George,1813-12-26,marriage,,dispensation to allow for marriage from Arch. B. Carroll ��� Leonard Neale refuses to grant the dispensation in January (possibly George ��� 1072),letter,,,,,spouse of Anne,1148,,,St. Thomas's Manor,John Carroll,J006,John Cary,J052,MPA-58-19-Carroll-Cary-MarriageDispensation-1813-12-26.json,MPA-58-24-LeonardNealeDoesNotGrantDisposition-1813-01-24.json
1150,John,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1151,Charles,1826-01-11,labor,,Carpenter ��� sent to St. Inigoes for work,letter,,,,,,,,,St. Thomas's Manor,Franics Neale,J011,,,MPA-61-9-Neale-Dzierozynski-1826-01-10.json,
1151,Charles,1826-10-01,labor,,built a windmill at St. Inigoes,accounts,,,,,,,,,St. Inigoes,Joseph Carbery,J033,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
1152,Man,1826-01-11,planned sale,,marriage reunification ��� wife and three girls cost too much ($500) for Neale to buy from the owner who plans to sell them (reports having 10-12 girls already),letter,,,,,,,,,St. Thomas's Manor,Franics Neale,J011,,,MPA-61-9-Neale-Dzierozynski-1826-01-10.json,
1153,Steven,1829-01-12,run away,,"Seems he was intended for sale to cover another transaction: ���As to Steven there is one blessing bestowed on this family viz <undscr>his absense</undscr> -- altho the most faithfull labourer on the land, his immorality was insupportable (as I have often told yr Revce.). ^But the^ Farm sufferes on another side. The price paid for Steven was intended to cover a debt necessarily incurred to stop the wife ^& children^ of one of our married men from being sent to Georgia or some other place equally distant. She & family consisting of one child & near her time for another were priced at $250, which sum is due me with interest & is now payable.�۝",letter,,,,,,,,,St. Thomas's Manor,Franics Neale,J011,,,MPA-63-7-Neale-Dzierozyski-1829-01-12.json,
1154,Woman,1829-01-12,planned purchase,,"���As to Steven there is one blessing bestowed on this family viz <undscr>his absense</undscr> -- altho the most faithfull labourer on the land, his immorality was insupportable (as I have often told yr Revce.). ^But the^ Farm sufferes on another side. The price paid for Steven was intended to cover a debt necessarily incurred to stop the wife ^& children^ of one of our married men from being sent to Georgia or some other place equally distant. She & family consisting of one child & near her time for another were priced at $250, which sum is due me with interest & is now payable.�۝",letter,,,$250/2,,parent of ,1155,,,St. Thomas's Manor,Franics Neale,J011,,,MPA-63-7-Neale-Dzierozyski-1829-01-12.json,
1155,Child,1829-01-12,planned purchase,,"���As to Steven there is one blessing bestowed on this family viz <undscr>his absense</undscr> -- altho the most faithfull labourer on the land, his immorality was insupportable (as I have often told yr Revce.). ^But the^ Farm sufferes on another side. The price paid for Steven was intended to cover a debt necessarily incurred to stop the wife ^& children^ of one of our married men from being sent to Georgia or some other place equally distant. She & family consisting of one child & near her time for another were priced at $250, which sum is due me with interest & is now payable.�۝",letter,,,$250/2,,child of ,1154,,,St. Thomas's Manor,Franics Neale,J011,,,MPA-63-7-Neale-Dzierozyski-1829-01-12.json,
1156,Henrietta,1828-04-09,baptism,,,sacramental record,,,,,child of Benedict,1116,child of Winafred (William Saunder's),7102,St. Thomas's Manor,Franics Neale,J011,,,http://slaveryarchive.georgetown.edu/items/show/62,
1157,Sam,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1158,John,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1159,Ann Cross,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1160,Calista,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1161,Ally,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1162,Nancy,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1163,Harry,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1164,Tom,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1165,Kitty,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
1166,Little Tracy,1820-1824,inventory,,,inventory,,,,,,,,,St. Thomas's Manor,,,,,MPA-46-4-StThomasAcctBk-1820-1824.json,
