Identifier,Title,Date,Date type,Date of Birth,Note,Type,File,Age,Value,Estimated Value,Relationship,Identifier,Relationship,Identifier,Location,SJ,Identifier,SJ,Identifier,Source,
2235,Lewis,1831-01-19,travel,,permission to visit relatives in Baltimore and Georgetown ��� no news of him because of whether,letter,,,,,,,,,St. Inigoe's Manor,Joseph Carbery,J033,George Fenwick,J049,MPA-64-3-Carbery-Fenwick-1831-01-19.json,
2235,Lewis,1831-03-16,transfer,,to stay at GU to work as a Blacksmith ��� he didn�۪t like living the country,letter,,,,,,,,,St. Inigoe's Manor,Joseph Carbery,J033,George Fenwick,J049,MPA-64-3-Carbery-Fenwick-1831-03-16.json,
2466,Lewis,1831,inventory,1826,,tax assessment,,5,25,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2238,Liddy,1831-02-12,marriage,,,letter,,,,,spouse of Sam,2236,,,St. Inigoe's Manor,Joseph Carbery,J033,George Fenwick,J049,MPA-64-3-Carbery-Fenwick-1831-03-16.json,
2467,Little Bob,1831,inventory,1822,,tax assessment,,9,40,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2256,Little Charly,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2258,Little Harry,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2468,Little Mary,1831,inventory,1828,,tax assessment,,3,15,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2469,Little Nace,1831,inventory,1817,,tax assessment,,14,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2273,Little Nelly,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2227,Little Sucky,1812,death,,"Little Sucky having been troubled with fits 3 or 4 years, at length fell twice into the fire, was most shockingly burnt and died a few days after ���between 1806 and 1812",letter,,,,,,,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-57-3-Mobberly-Grassi-DeathsAtStInigoes-1812.json,
2469,Louisa,1831,inventory,1814,,tax assessment,,17,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2470,Lucinda,1831,inventory,1827,,tax assessment,,4,20,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2471,Luck,1821-03-21,inventory,1805,,tax assessment,,16,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2472,Lydia,1831,inventory,1814,,tax assessment,,17,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2472,Lydia,1821-03-21,inventory,1813,,tax assessment,,8,40,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2212,Man,1835-09-19,sale,,Gender from 1836-01-06 Grivel to Lancaster letter,account book,,,$4000.00/11,,,,,,St. Inigoe's Manor,Fidel Grivel,J009,,,MPA-44-2-StInigoesAccountLedger-1843-1850.json,MPA-65-2-Grivel-Lancaster-1836-01-06.json
2213,Man,1835-09-19,sale,,Gender from 1836-01-06 Grivel to Lancaster letter,account book,,,$4000.00/11,,,,,,St. Inigoe's Manor,Fidel Grivel,J009,,,MPA-44-2-StInigoesAccountLedger-1843-1850.json,MPA-65-2-Grivel-Lancaster-1836-01-06.json
2214,Man,1835-09-19,sale,,Gender from 1836-01-06 Grivel to Lancaster letter,account book,,,$4000.00/11,,,,,,St. Inigoe's Manor,Fidel Grivel,J009,,,MPA-44-2-StInigoesAccountLedger-1843-1850.json,MPA-65-2-Grivel-Lancaster-1836-01-06.json
2473,Maria,1831,inventory,1806,,tax assessment,,25,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2474,Martha,1831,inventory,1824,,tax assessment,,7,35,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2274,Mary,1831,inventory,1804,,tax assessment,,27,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2274,Mary,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2475,Mary,1821-03-21,inventory,1795,,tax assessment,,26,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2476,Mary,1821-03-21,inventory,1819,,tax assessment,,2,10,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2477,Matthew,1831,inventory,1828,,tax assessment,,3,15,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2206,Melly,1795-12-24,lease,,caring for Poll�۪s child,contract,,,,4.10L/per annum,property of Ambrose Marechall,NJ002,leased by James O�۪Donald,NJ027,St. Inigoe's Manor,,,,,MPA-30-3-Marechal-Odonald-BohemiaLease-1795-12-24.json,
2244,Michael,1817-02-06,transfer,,I send to you the list of the Nigroes who from Rd. Mr. Ashton's place (St. Thomas�۪s Manor) are to come to St. Inigoes.,letter,,12,,,property of John Ashton,J008,,,St. Inigoe's Manor,John Grassi,J029,Joseph Marshall,J045,CHMC-6-7-Grassi-Marshall-1817-02-06.json,
2478,Michael,1831,inventory,1807,,tax assessment,,24,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2478,Michael,1821-03-21,inventory,1806,,tax assessment,,15,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2283,Moses,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2209,Nace,1807-01-10,hire?,,unclear if hired or owned ��� reports of absence,account book,,,,,,,,,St. Inigoe's Manor,Francis Neale,,,,MPA-43-3-FrancisNeale-StInigoesFarmBook-1805-1808.json,
2228,Nace,1831,inventory,1785,,tax assessment,,46,110,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2263,Nace,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2231,Nacy,1814-11-05,mention,,Mobberly suggests they stay at St. Inigoe�۪s during W1812,letter,,,,,property of Mr. Fenwick (which one?),,spouse of ,2232,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-58-8-Mobberly-Grassi-DownsizeStInigoes-1814-11-05.json,
2232,Nacy�۪s wife,1814-11-05,mention,,Mobberly suggests they stay at St. Inigoe�۪s during W1812,letter,,,,,,,spouse of Nacy,2231,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-58-8-Mobberly-Grassi-DownsizeStInigoes-1814-11-05.json,
2479,Nathan,1831,inventory,1766,,tax assessment,,65,15,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2202,Ned,1795-12-24,lease,,,contract,,,,14L/per annum,property of Ambrose Marechall,NJ002,leased by James O�۪Donald,NJ027,St. Inigoe's Manor,,,,,MPA-30-3-Marechal-Odonald-BohemiaLease-1795-12-24.json,
2211,Ned,1825-07-27,sale,,,contract,,23,$350.00,,sold by George G. Guyther,NJ040,purchased by Joseph Carbery,,St. Inigoe's Manor,Joseph Carbery,J033,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2245,Ned,1831,inventory,1810,,tax assessment,,21,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2245,Ned,1817-02-06,transfer,,I send to you the list of the Nigroes who from Rd. Mr. Ashton's place (St. Thomas�۪s Manor) are to come to St. Inigoes.,letter,,8,,,property of John Ashton,J008,,,St. Inigoe's Manor,John Grassi,J029,Joseph Marshall,J045,CHMC-6-7-Grassi-Marshall-1817-02-06.json,
2245,Ned,1821-03-21,inventory,1808,,tax assessment,,13,40,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2295,Ned,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2251,Nelley,1817-02-06,transfer,,Sickly ��� I send to you the list of the Nigroes who from Rd. Mr. Ashton's place (St. Thomas�۪s Manor) are to come to St. Inigoes.,letter,,35,,,property of John Ashton,J008,,,St. Inigoe's Manor,John Grassi,J029,Joseph Marshall,J045,CHMC-6-7-Grassi-Marshall-1817-02-06.json,
2251,Nelly,1831,inventory,1778,infirm,tax assessment,,53,0,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2251,Nelly,1821-03-21,inventory,1775,,tax assessment,,46,50,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2285,Nelly,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2480,Nelly,1831,inventory,1781,,tax assessment,,50,10,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2480,Nelly,1821-03-21,inventory,1783,,tax assessment,,38,74,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2481,Nelly,1831,inventory,1798,,tax assessment,,33,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2481,Nelly,1821-03-21,inventory,1798,,tax assessment,,23,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2279,Nelly Aston,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2224,Old Billy,1812,death,,"Old Billy laboring about three years under a complaint which Physicians called fistula in ano, at length died being about 65 years old ��� between 1806 and 1812",letter,,65,,,,,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-57-3-Mobberly-Grassi-DeathsAtStInigoes-1812.json,
2482,Old Caty,1821-03-21,inventory,1731,,tax assessment,,90,0,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2226,Old Matthew,1812,death,,"Old Mathew also died with old age, being 99 years and 6 months old, tho�۪ he often said he was much older",letter,,99,,,,,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-57-3-Mobberly-Grassi-DeathsAtStInigoes-1812.json,
2228,Old Nacy,1814-11-05,mention,,Mobberly suggests they stay at St. Inigoe�۪s during W1812,letter,,,,,spouse of ,2229,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-58-8-Mobberly-Grassi-DownsizeStInigoes-1814-11-05.json,
2228,Old Nacy,1815-02-15,death,,,letter,,,,,,,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-57-3-Mobberly-Grassi-DeathsAtStInigoes-1812.json,
2229,Old Nacy�۪s wife,1814-11-05,mention,,Mobberly suggests they stay at St. Inigoe�۪s during W1812,letter,,,,,spouse of Old Nacy,2228,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-58-8-Mobberly-Grassi-DownsizeStInigoes-1814-11-05.json,
2265,Old Suckey,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2225,Old Sucky,1812,death,,"Old Sucky died with old age, being 96 years old according to the family record, tho�۪ she often told me she was more than 100 ��� between 1806-1812",letter,,96,,,,,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-57-3-Mobberly-Grassi-DeathsAtStInigoes-1812.json,
2230,Old Tom,1814-11-05,mention,,Mobberly suggests they stay at St. Inigoe�۪s during W1812,letter,,,,,,,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-58-8-Mobberly-Grassi-DownsizeStInigoes-1814-11-05.json,
2483,Old Tom,1821-03-21,inventory,1731,,tax assessment,,90,0,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2484,Paul,1821-03-21,inventory,1815,,tax assessment,,6,30,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2100,Person,1809-06-26,report of sale,,supernumerary,Proceedings,,,,8/$1300,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2101,Person,1809-06-26,report of sale,,supernumerary,Proceedings,,,,8/$1300,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2102,Person,1809-06-26,report of sale,,supernumerary,Proceedings,,,,8/$1300,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2103,Person,1809-06-26,report of sale,,supernumerary,Proceedings,,,,8/$1300,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2104,Person,1809-06-26,report of sale,,supernumerary,Proceedings,,,,8/$1300,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2105,Person,1809-06-26,report of sale,,supernumerary,Proceedings,,,,8/$1300,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2106,Person,1809-06-26,report of sale,,supernumerary,Proceedings,,,,8/$1300,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2107,Person,1809-06-26,report of sale,,supernumerary,Proceedings,,,,8/$1300,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2108,Person,1809-06-26,report of sale,,supernumerary,Proceedings,,,,8/$1300,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2109,Person,1809-06-26,report of exchange,,,Proceedings,,,,5/$700.00,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2110,Person,1809-06-26,report of exchange,,,Proceedings,,,,5/$700.00,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2111,Person,1809-06-26,report of exchange,,,Proceedings,,,,5/$700.00,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2112,Person,1809-06-26,report of exchange,,,Proceedings,,,,5/$700.00,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2113,Person,1809-06-26,report of exchange,,,Proceedings,,,,5/$700.00,,,,,St. Inigoe's Manor,,,,,"""C:\Users\sharonmleon\Dropbox\JPPDigital\MPA-24-1-ProceedingsoftheCorporationVol1-1809-06-26.json""",
2287,Peter,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2485,Peter,1831,inventory,1803,,tax assessment,,28,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2485,Peter,1821-03-21,inventory,1802,,tax assessment,,19,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2486,Peter,1831,inventory,1814,,tax assessment,,17,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2486,Peter,1821-03-21,inventory,1815,,tax assessment,,6,30,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2487,Philip,1831,inventory,1823,,tax assessment,,8,40,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2205,Philis,1795-12-24,lease,,,contract,,,,5L/per annum,property of Ambrose Marechall,NJ002,leased by James O�۪Donald,NJ027,St. Inigoe's Manor,,,,,MPA-30-3-Marechal-Odonald-BohemiaLease-1795-12-24.json,
2488,Phill,1821-03-21,inventory,1775,,tax assessment,,46,120,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2489,Phill,1831,inventory,1781,,tax assessment,,50,50,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2204,Poll,1795-12-24,lease,,,contract,,,,6L/per annum,property of Ambrose Marechall,NJ002,leased by James O�۪Donald,NJ027,St. Inigoe's Manor,,,,,MPA-30-3-Marechal-Odonald-BohemiaLease-1795-12-24.json,
2207,Poll�۪s child,1795-12-24,mention,,infant,contract,,,,,property of Ambrose Marechall,NJ002,,,St. Inigoe's Manor,,,,,MPA-30-3-Marechal-Odonald-BohemiaLease-1795-12-24.json,
2208,Ralph,1795-12-24,mention,,Melly�۪s father,contract,,,,,property of Ambrose Marechall,NJ002,,,St. Inigoe's Manor,,,,,MPA-30-3-Marechal-Odonald-BohemiaLease-1795-12-24.json,
2490,Reagous,1831,inventory,1808,,tax assessment,,23,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2248,Regis,1831,inventory,1810,,tax assessment,,21,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2248,Regis,1817-02-06,transfer,,I send to you the list of the Nigroes who from Rd. Mr. Ashton's place (St. Thomas�۪s Manor) are to come to St. Inigoes.,letter,,12,,,property of John Ashton,J008,,,St. Inigoe's Manor,John Grassi,J029,Joseph Marshall,J045,CHMC-6-7-Grassi-Marshall-1817-02-06.json,
2248,Regis,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2490,Rgee [?],1821-03-21,inventory,1807,,tax assessment,,14,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2281,Sally,1831,inventory,1777,infirm,tax assessment,,54,0,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2281,Sally,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2281,Sally,1821-03-21,inventory,1776,,tax assessment,,45,53,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2491,Sally,1831,inventory,1827,,tax assessment,,4,30,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2200,Sam,1795-12-24,lease,,,contract,,,,15L/per annum,property of Ambrose Marechall,NJ002,leased by James O�۪Donald,NJ027,St. Inigoe's Manor,,,,,MPA-30-3-Marechal-Odonald-BohemiaLease-1795-12-24.json,
2236,Sam,1831,inventory,1811,,tax assessment,,20,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2236,Sam,1831-01-19,travel,,were supposed to meet Lewis (2235) at GU but the weather was too bad,letter,,,,,,,,,St. Inigoe's Manor,Joseph Carbery,J033,George Fenwick,J049,MPA-64-3-Carbery-Fenwick-1831-01-19.json,
2236,Sam,1831-02-12,marriage,,wanted to visit parents first at GU but didn�۪t make it,letter,,,,,spouse of Liddy,2238,,,St. Inigoe's Manor,Joseph Carbery,J033,George Fenwick,J049,MPA-64-3-Carbery-Fenwick-1831-03-16.json,
2260,Sam,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2492,Sam,1831,inventory,1823,,tax assessment,,8,40,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2493,Saml,1821-03-21,inventory,1795,,tax assessment,,26,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2494,Sookey,1821-03-21,inventory,1761,,tax assessment,,60,8,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2495,Sookey,1821-03-21,inventory,1815,,tax assessment,,6,30,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2265,Sooky,1831,inventory,1754,,tax assessment,,77,0,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2201,Stephen,1795-12-24,lease,,,contract,,,,15L/per annum,property of Ambrose Marechall,NJ002,leased by James O�۪Donald,NJ027,St. Inigoe's Manor,,,,,MPA-30-3-Marechal-Odonald-BohemiaLease-1795-12-24.json,
2233,Stephen,1805-07-15,mention,,"In regard of Stephen, I would advise you to keep him at St. Inigoes, but to dispose of the unhappy Girl.",letter,,,,,knows of Leonard Neale,NJ001,,,St. Inigoe's Manor,Francis Neale,J011,,,MPA-575-15-LeonardNeale-FrancisNeale-SpaldingRunaway-1805-07-15.json,
2495,Suky,1831,inventory,1815,,tax assessment,,16,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2496,Susan Ann,1831,inventory,1830,,tax assessment,,1,5,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2497,Teresa,1831,inventory,1800,,tax assessment,,31,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2294,Tom,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2498,Trecy,1821-03-21,inventory,1796,,tax assessment,,25,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2234,Unhappy Girl,1805-07-15,mention,,"In regard of Stephen, I would advise you to keep him at St. Inigoes, but to dispose of the unhappy Girl.",letter,,,,,knows of Leonard Neale,NJ001,,,St. Inigoe's Manor,Francis Neale,J011,,,MPA-575-15-LeonardNeale-FrancisNeale-SpaldingRunaway-1805-07-15.json,
2250,Venus,1817-02-06,transfer,,I send to you the list of the Nigroes who from Rd. Mr. Ashton's place (St. Thomas�۪s Manor) are to come to St. Inigoes.,letter,,40,,,property of John Ashton,J008,,,St. Inigoe's Manor,John Grassi,J029,Joseph Marshall,J045,CHMC-6-7-Grassi-Marshall-1817-02-06.json,
2261,Watt,1831,inventory,1792,,tax assessment,,39,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2261,Watt,1821-03-21,inventory,1790,Carpenter,tax assessment,,31,150,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2115,Wife,1809-06-26,report of sale,,"supernumerary, elderly",Proceedings,,,,2/$350.00,,,,,,,,,,,
2499,Will,1821-03-21,inventory,1811,,tax assessment,,10,40,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/79,
2215,Woman,1835-09-19,sale,,Gender from 1836-01-06 Grivel to Lancaster letter,account book,,,$4000.00/11,,,,,,St. Inigoe's Manor,Fidel Grivel,J009,,,MPA-44-2-StInigoesAccountLedger-1843-1850.json,MPA-65-2-Grivel-Lancaster-1836-01-06.json
2216,Woman,1835-09-19,sale,,Gender from 1836-01-06 Grivel to Lancaster letter,account book,,,$4000.00/11,,,,,,St. Inigoe's Manor,Fidel Grivel,J009,,,MPA-44-2-StInigoesAccountLedger-1843-1850.json,MPA-65-2-Grivel-Lancaster-1836-01-06.json
2239,Woman,1836-01-07,mention,,Cook ��� seven masters ��� witnessed and then sampled mortification at the hands of Fr. Bolton,letter,,100,,,knows of Fr. Bolton,,,,St. Inigoe's Manor,J.W. Beschter,J040,P Leavy,,MPA-65-2-Beschter-Leavy-1836-01-07.json,
2261,Wot,1818-03,clothing,,shoes made by John Dorsey,account book,,,,,knows of John Dorsey,NJ039,,,St. Inigoe's Manor,Joseph Mobberly,J030,,,MPA-44-1-StInigosRentLedger-1804-1832.json,
2407,Young Anny,1831,inventory,1812,,tax assessment,,19,80,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
2500,Young Harry,1831,inventory,1811,,tax assessment,,20,125,,,,,,St. Inigoes,Joseph Carberry,,,,http://slaveryarchive.georgetown.edu/items/show/78,
